Shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
17137,17137,2024-11-23,,BlueDart,In Transit
17138,17138,2024-09-28,,Ecom Express,Delivered
17139,17139,2024-01-17,2024-01-23,DTDC,Returned
17140,17140,2024-06-01,2024-06-05,Ecom Express,Returned
17141,17141,2024-06-28,2024-07-08,Ecom Express,In Transit
17142,17142,2024-03-28,2024-04-07,BlueDart,In Transit
17143,17143,2024-03-30,,DTDC,Delivered
17144,17144,2024-01-22,2024-02-01,DTDC,Returned
17145,17145,2024-12-17,2024-12-21,Delhivery,In Transit
17146,17146,2024-11-03,,DTDC,In Transit
17147,17147,2024-05-04,2024-05-10,DTDC,Returned
17148,17148,2024-06-24,,Ecom Express,Returned
17149,17149,2024-07-03,2024-07-10,Ecom Express,Delivered
17150,17150,2024-10-29,,Delhivery,Delivered
17151,17151,2024-12-18,,Ecom Express,Returned
17152,17152,2024-09-30,2024-10-04,BlueDart,Delivered
17153,17153,2024-02-28,2024-03-02,Ecom Express,Returned
17154,17154,2024-12-05,,BlueDart,Returned
17155,17155,2024-03-27,,DTDC,In Transit
17156,17156,2024-01-25,,Delhivery,Returned
17157,17157,2024-12-16,,Ecom Express,Returned
17158,17158,2024-11-23,,DTDC,Returned
17159,17159,2024-03-03,2024-03-07,Delhivery,In Transit
17160,17160,2024-12-10,,BlueDart,Delivered
17161,17161,2024-01-14,2024-01-24,BlueDart,Returned
17162,17162,2024-08-26,,DTDC,Delivered
17163,17163,2024-11-11,,Ecom Express,Returned
17164,17164,2024-01-25,,Delhivery,In Transit
17165,17165,2024-09-22,,Delhivery,Returned
17166,17166,2024-09-22,,Ecom Express,In Transit
17167,17167,2024-01-27,,Ecom Express,Returned
17168,17168,2024-09-28,2024-10-05,DTDC,In Transit
17169,17169,2024-09-29,,Delhivery,Returned
17170,17170,2024-08-23,2024-08-28,Ecom Express,Returned
17171,17171,2024-12-10,,DTDC,In Transit
17172,17172,2024-03-19,2024-03-23,Delhivery,In Transit
17173,17173,2024-03-25,,Ecom Express,Returned
17174,17174,2024-08-12,,Delhivery,In Transit
17175,17175,2024-10-27,,DTDC,In Transit
17176,17176,2024-05-06,2024-05-11,Delhivery,Delivered
17177,17177,2024-04-13,,Ecom Express,Delivered
17178,17178,2024-03-17,,BlueDart,Returned
17179,17179,2024-01-06,2024-01-14,BlueDart,In Transit
17180,17180,2024-09-10,,Delhivery,Delivered
17181,17181,2024-07-10,2024-07-18,DTDC,Returned
17182,17182,2024-12-27,,Delhivery,In Transit
17183,17183,2024-06-30,,DTDC,Returned
17184,17184,2024-02-10,,Delhivery,In Transit
17185,17185,2024-02-16,,DTDC,Returned
17186,17186,2024-04-17,,Delhivery,Delivered
17187,17187,2024-02-13,,DTDC,Delivered
17188,17188,2024-04-27,2024-05-05,Delhivery,Delivered
17189,17189,2024-10-30,,DTDC,Delivered
17190,17190,2024-09-17,,DTDC,Delivered
17191,17191,2024-12-21,,Delhivery,In Transit
17192,17192,2024-01-21,,DTDC,Delivered
17193,17193,2024-07-08,,DTDC,Returned
17194,17194,2024-06-26,,DTDC,In Transit
17195,17195,2024-01-03,,BlueDart,In Transit
17196,17196,2024-01-13,,Ecom Express,Delivered
17197,17197,2024-06-16,,Delhivery,In Transit
17198,17198,2024-03-08,2024-03-17,BlueDart,Returned
17199,17199,2024-06-28,,Ecom Express,In Transit
17200,17200,2024-12-03,2024-12-09,Ecom Express,Delivered
17201,17201,2024-12-24,,BlueDart,Returned
17202,17202,2024-02-01,,BlueDart,In Transit
17203,17203,2024-08-16,,Delhivery,In Transit
17204,17204,2024-08-16,,BlueDart,Delivered
17205,17205,2024-07-15,2024-07-23,Delhivery,Returned
17206,17206,2024-05-26,2024-06-03,Delhivery,In Transit
17207,17207,2024-06-05,,DTDC,In Transit
17208,17208,2024-09-20,,Delhivery,In Transit
17209,17209,2024-11-11,,BlueDart,In Transit
17210,17210,2024-03-02,,Ecom Express,In Transit
17211,17211,2024-08-25,,DTDC,Returned
17212,17212,2024-01-22,2024-01-25,DTDC,In Transit
17213,17213,2024-05-12,,BlueDart,Returned
17214,17214,2024-06-22,,Ecom Express,Returned
17215,17215,2024-12-09,,BlueDart,Delivered
17216,17216,2024-08-28,,DTDC,In Transit
17217,17217,2024-04-28,,DTDC,In Transit
17218,17218,2024-08-27,2024-09-06,Ecom Express,Returned
17219,17219,2024-11-11,2024-11-14,Delhivery,Returned
17220,17220,2024-03-23,,Ecom Express,Returned
17221,17221,2024-06-10,,BlueDart,Delivered
17222,17222,2024-09-10,,DTDC,In Transit
17223,17223,2024-10-03,,Delhivery,Delivered
17224,17224,2024-06-25,,DTDC,In Transit
17225,17225,2024-02-02,2024-02-05,Delhivery,Returned
17226,17226,2024-11-17,,Delhivery,In Transit
17227,17227,2024-06-08,,DTDC,Delivered
17228,17228,2024-03-31,2024-04-08,DTDC,Returned
17229,17229,2024-04-04,,Ecom Express,In Transit
17230,17230,2024-11-30,,DTDC,Delivered
17231,17231,2024-02-10,,BlueDart,Delivered
17232,17232,2024-11-10,,DTDC,Delivered
17233,17233,2024-03-25,,DTDC,In Transit
17234,17234,2024-07-26,2024-08-04,BlueDart,In Transit
17235,17235,2024-09-11,,Ecom Express,Returned
17236,17236,2024-08-11,,BlueDart,In Transit
17237,17237,2024-11-10,2024-11-13,Delhivery,In Transit
17238,17238,2024-03-14,,DTDC,Delivered
17239,17239,2024-10-04,2024-10-13,Delhivery,Delivered
17240,17240,2024-09-01,,BlueDart,Returned
17241,17241,2024-06-04,,Delhivery,Returned
17242,17242,2024-01-31,,BlueDart,Returned
17243,17243,2024-08-11,,BlueDart,Delivered
17244,17244,2024-01-15,,Ecom Express,Returned
17245,17245,2024-12-29,2025-01-04,Delhivery,Delivered
17246,17246,2024-06-06,,DTDC,Delivered
17247,17247,2024-12-03,,Delhivery,In Transit
17248,17248,2024-07-07,2024-07-12,Delhivery,Returned
17249,17249,2024-06-19,,Delhivery,In Transit
17250,17250,2024-08-22,,DTDC,In Transit
17251,17251,2024-02-20,,Delhivery,Returned
17252,17252,2024-05-10,,DTDC,Delivered
17253,17253,2024-04-27,,Delhivery,Delivered
17254,17254,2024-04-10,,DTDC,In Transit
17255,17255,2024-03-08,2024-03-13,BlueDart,Returned
17256,17256,2024-05-29,,DTDC,Delivered
17257,17257,2024-11-18,,Ecom Express,Delivered
17258,17258,2024-11-30,,DTDC,Returned
17259,17259,2024-05-13,2024-05-17,BlueDart,Returned
17260,17260,2024-03-09,,Delhivery,Delivered
17261,17261,2024-02-02,,BlueDart,In Transit
17262,17262,2024-01-21,,Ecom Express,Delivered
17263,17263,2024-03-09,,Ecom Express,Delivered
17264,17264,2024-02-09,2024-02-17,BlueDart,In Transit
17265,17265,2024-12-07,2024-12-17,BlueDart,Returned
17266,17266,2024-09-23,2024-09-27,BlueDart,Returned
17267,17267,2024-01-03,,Delhivery,Returned
17268,17268,2024-02-05,,Delhivery,Delivered
17269,17269,2024-06-27,2024-07-07,Delhivery,Returned
17270,17270,2024-08-13,,Delhivery,Returned
17271,17271,2024-11-08,2024-11-13,DTDC,Returned
17272,17272,2024-04-23,,DTDC,Delivered
17273,17273,2024-03-26,,DTDC,Delivered
17274,17274,2024-03-02,,Delhivery,Delivered
17275,17275,2024-04-18,,BlueDart,In Transit
17276,17276,2024-07-10,,Delhivery,In Transit
17277,17277,2024-01-09,,Delhivery,In Transit
17278,17278,2024-08-03,,Ecom Express,Delivered
17279,17279,2024-06-19,,Delhivery,In Transit
17280,17280,2024-04-12,,BlueDart,In Transit
17281,17281,2024-12-17,,Delhivery,In Transit
17282,17282,2024-08-03,,BlueDart,In Transit
17283,17283,2024-08-21,,Delhivery,Delivered
17284,17284,2024-10-09,,BlueDart,Delivered
17285,17285,2024-09-14,2024-09-18,BlueDart,Returned
17286,17286,2024-07-19,2024-07-26,DTDC,Delivered
17287,17287,2024-05-13,,Delhivery,In Transit
17288,17288,2024-09-19,2024-09-25,Ecom Express,In Transit
17289,17289,2024-08-20,,BlueDart,Delivered
17290,17290,2024-09-21,,Delhivery,Returned
17291,17291,2024-02-16,,Delhivery,Delivered
17292,17292,2024-12-15,,Delhivery,Returned
17293,17293,2024-06-20,,Ecom Express,In Transit
17294,17294,2024-05-31,,BlueDart,Delivered
17295,17295,2024-12-05,,Ecom Express,In Transit
17296,17296,2024-07-19,,BlueDart,In Transit
17297,17297,2024-10-01,,Delhivery,In Transit
17298,17298,2024-10-25,,DTDC,In Transit
17299,17299,2024-05-20,,Delhivery,Returned
17300,17300,2024-07-18,,Delhivery,In Transit
17301,17301,2024-02-20,,BlueDart,Returned
17302,17302,2024-04-06,2024-04-12,Delhivery,Delivered
17303,17303,2024-07-20,,DTDC,Delivered
17304,17304,2024-05-21,,Delhivery,Delivered
17305,17305,2024-06-02,2024-06-06,DTDC,Returned
17306,17306,2024-11-25,2024-11-28,Ecom Express,Delivered
17307,17307,2024-08-14,,Ecom Express,Delivered
17308,17308,2024-09-07,,BlueDart,In Transit
17309,17309,2024-11-21,2024-12-01,Delhivery,Returned
17310,17310,2024-01-07,,DTDC,In Transit
17311,17311,2024-10-20,,BlueDart,Returned
17312,17312,2024-11-22,2024-11-25,Delhivery,In Transit
17313,17313,2024-12-19,,Ecom Express,In Transit
17314,17314,2024-12-30,,Ecom Express,Delivered
17315,17315,2024-05-22,,DTDC,Delivered
17316,17316,2024-04-14,,DTDC,Returned
17317,17317,2024-06-20,2024-06-25,Ecom Express,In Transit
17318,17318,2024-06-26,,Delhivery,Delivered
17319,17319,2024-10-02,,Delhivery,Delivered
17320,17320,2024-08-12,,BlueDart,Returned
17321,17321,2024-11-30,,Ecom Express,Delivered
17322,17322,2024-07-05,,DTDC,Delivered
17323,17323,2024-04-12,2024-04-18,DTDC,Returned
17324,17324,2024-09-03,2024-09-12,Delhivery,In Transit
17325,17325,2024-03-15,,Delhivery,Returned
17326,17326,2024-03-27,,BlueDart,In Transit
17327,17327,2024-06-12,,DTDC,In Transit
17328,17328,2024-05-26,,Ecom Express,In Transit
17329,17329,2024-09-12,,DTDC,Delivered
17330,17330,2024-01-14,,Delhivery,In Transit
17331,17331,2024-03-21,,BlueDart,Returned
17332,17332,2024-02-13,2024-02-20,Delhivery,Returned
17333,17333,2024-05-11,2024-05-14,DTDC,Returned
17334,17334,2024-06-26,2024-07-01,Ecom Express,In Transit
17335,17335,2024-10-02,,DTDC,In Transit
17336,17336,2024-08-08,,DTDC,Returned
17337,17337,2024-11-24,,Ecom Express,Delivered
17338,17338,2024-09-30,2024-10-09,Ecom Express,Delivered
17339,17339,2024-02-15,,Ecom Express,Returned
17340,17340,2024-03-30,,Ecom Express,In Transit
17341,17341,2024-08-23,,Delhivery,Delivered
17342,17342,2024-10-18,,Delhivery,Returned
17343,17343,2024-06-15,,Delhivery,Delivered
17344,17344,2024-07-03,,DTDC,Delivered
17345,17345,2024-10-08,2024-10-15,Ecom Express,In Transit
17346,17346,2024-08-18,,Delhivery,Returned
17347,17347,2024-06-26,2024-07-01,DTDC,Delivered
17348,17348,2024-08-07,,DTDC,In Transit
17349,17349,2024-07-29,,Delhivery,Delivered
17350,17350,2024-10-31,,DTDC,In Transit
17351,17351,2024-05-15,,BlueDart,Delivered
17352,17352,2024-11-15,,Delhivery,In Transit
17353,17353,2024-04-27,,Delhivery,In Transit
17354,17354,2024-10-22,,Delhivery,Returned
17355,17355,2024-01-15,,DTDC,Delivered
17356,17356,2024-07-04,2024-07-08,Delhivery,Delivered
17357,17357,2024-04-19,,Delhivery,Returned
17358,17358,2024-04-24,2024-05-02,BlueDart,In Transit
17359,17359,2024-06-06,,Ecom Express,Returned
17360,17360,2024-09-21,,DTDC,Delivered
17361,17361,2024-09-07,2024-09-11,Ecom Express,Returned
17362,17362,2024-07-24,,DTDC,Returned
17363,17363,2024-07-03,2024-07-06,DTDC,In Transit
17364,17364,2024-10-27,,Delhivery,In Transit
17365,17365,2024-08-28,,DTDC,Returned
17366,17366,2024-08-26,,DTDC,Delivered
17367,17367,2024-06-03,2024-06-11,Delhivery,Returned
17368,17368,2024-06-24,2024-06-30,DTDC,In Transit
17369,17369,2024-09-12,,BlueDart,Delivered
17370,17370,2024-04-14,,Delhivery,Delivered
17371,17371,2024-06-21,2024-06-24,DTDC,Returned
17372,17372,2024-07-29,,Delhivery,Returned
17373,17373,2024-02-19,,BlueDart,Returned
17374,17374,2024-02-28,,DTDC,Delivered
17375,17375,2024-11-27,,Ecom Express,Returned
17376,17376,2024-06-03,,Ecom Express,In Transit
17377,17377,2024-08-17,,BlueDart,Delivered
17378,17378,2024-10-14,,Ecom Express,Delivered
17379,17379,2024-05-25,,BlueDart,Delivered
17380,17380,2024-12-16,2024-12-25,DTDC,Returned
17381,17381,2024-04-22,,Ecom Express,In Transit
17382,17382,2024-03-26,2024-04-01,DTDC,Delivered
17383,17383,2024-08-31,,Ecom Express,Delivered
17384,17384,2024-01-16,,BlueDart,In Transit
17385,17385,2024-10-19,,BlueDart,Returned
17386,17386,2024-06-17,,Ecom Express,Returned
17387,17387,2024-01-22,,DTDC,Returned
17388,17388,2024-09-15,,BlueDart,Returned
17389,17389,2024-10-21,,BlueDart,In Transit
17390,17390,2024-05-17,,Delhivery,In Transit
17391,17391,2024-03-22,,Ecom Express,In Transit
17392,17392,2024-11-01,2024-11-04,BlueDart,Returned
17393,17393,2024-04-27,,Delhivery,In Transit
17394,17394,2024-11-08,,Delhivery,In Transit
17395,17395,2024-02-25,2024-03-06,Ecom Express,Returned
17396,17396,2024-09-01,,BlueDart,Returned
17397,17397,2024-01-09,2024-01-14,BlueDart,In Transit
17398,17398,2024-02-21,,Delhivery,In Transit
17399,17399,2024-11-10,,Delhivery,In Transit
17400,17400,2024-12-30,,DTDC,In Transit
17401,17401,2024-06-26,,DTDC,Returned
17402,17402,2024-07-17,,DTDC,Returned
17403,17403,2024-01-01,2024-01-10,DTDC,Returned
17404,17404,2024-07-19,,BlueDart,Returned
17405,17405,2024-03-27,,DTDC,Returned
17406,17406,2024-06-21,,BlueDart,In Transit
17407,17407,2024-03-14,,DTDC,In Transit
17408,17408,2024-06-23,,Delhivery,Returned
17409,17409,2024-01-07,,Delhivery,Returned
17410,17410,2024-12-12,,Ecom Express,Delivered
17411,17411,2024-01-03,,DTDC,Returned
17412,17412,2024-07-12,,Delhivery,Delivered
17413,17413,2024-11-05,,BlueDart,Returned
17414,17414,2024-08-03,,Delhivery,Returned
17415,17415,2024-08-01,,Delhivery,Delivered
17416,17416,2024-09-26,,BlueDart,Returned
17417,17417,2024-04-14,2024-04-22,BlueDart,Delivered
17418,17418,2024-03-11,,Delhivery,Returned
17419,17419,2024-07-05,,Delhivery,Delivered
17420,17420,2024-09-08,,Ecom Express,Delivered
17421,17421,2024-05-29,2024-06-03,Delhivery,Delivered
17422,17422,2024-08-10,,Delhivery,Returned
17423,17423,2024-05-15,2024-05-23,BlueDart,Returned
17424,17424,2024-01-14,,Ecom Express,Delivered
17425,17425,2024-03-22,,Delhivery,Returned
17426,17426,2024-01-27,2024-02-05,BlueDart,Delivered
17427,17427,2024-04-13,,DTDC,Returned
17428,17428,2024-12-30,,Delhivery,Delivered
17429,17429,2024-07-05,,DTDC,Delivered
17430,17430,2024-10-28,,Delhivery,Delivered
17431,17431,2024-09-26,,BlueDart,Delivered
17432,17432,2024-07-05,2024-07-10,BlueDart,In Transit
17433,17433,2024-06-06,,Delhivery,In Transit
17434,17434,2024-08-30,2024-09-08,Delhivery,Delivered
17435,17435,2024-02-04,2024-02-13,DTDC,Delivered
17436,17436,2024-05-02,2024-05-06,Ecom Express,Returned
17437,17437,2024-09-04,,DTDC,Returned
17438,17438,2024-06-24,,Delhivery,Delivered
17439,17439,2024-01-20,,Ecom Express,Returned
17440,17440,2024-11-12,,Delhivery,Returned
17441,17441,2024-07-07,,BlueDart,Delivered
17442,17442,2024-01-14,,DTDC,Delivered
17443,17443,2024-09-01,,Delhivery,Returned
17444,17444,2024-03-09,,DTDC,Returned
17445,17445,2024-01-16,,Delhivery,Delivered
17446,17446,2024-12-29,,Delhivery,Delivered
17447,17447,2024-04-26,,Delhivery,Delivered
17448,17448,2024-03-20,,Ecom Express,Returned
17449,17449,2024-09-02,,BlueDart,In Transit
17450,17450,2024-09-27,,BlueDart,Returned
17451,17451,2024-09-12,,Ecom Express,In Transit
17452,17452,2024-01-01,,BlueDart,Returned
17453,17453,2024-11-04,,Ecom Express,Returned
17454,17454,2024-03-02,,Ecom Express,Returned
17455,17455,2024-11-12,,BlueDart,In Transit
17456,17456,2024-05-15,,DTDC,Returned
17457,17457,2024-05-21,,BlueDart,Delivered
17458,17458,2024-04-15,,DTDC,In Transit
17459,17459,2024-04-25,,Delhivery,In Transit
17460,17460,2024-07-05,,Ecom Express,Returned
17461,17461,2024-03-14,,Delhivery,Returned
17462,17462,2024-06-02,2024-06-08,DTDC,In Transit
17463,17463,2024-02-04,,Delhivery,Returned
17464,17464,2024-04-28,,BlueDart,Delivered
17465,17465,2024-02-17,2024-02-26,Delhivery,Returned
17466,17466,2024-03-15,,Ecom Express,Returned
17467,17467,2024-10-29,2024-11-03,DTDC,In Transit
17468,17468,2024-07-22,2024-07-31,Ecom Express,Delivered
17469,17469,2024-10-17,,Delhivery,Returned
17470,17470,2024-11-22,,Delhivery,Returned
17471,17471,2024-10-06,,Delhivery,In Transit
17472,17472,2024-06-21,,DTDC,In Transit
17473,17473,2024-01-21,2024-01-27,Ecom Express,In Transit
17474,17474,2024-01-28,,Ecom Express,Returned
17475,17475,2024-09-14,2024-09-17,BlueDart,In Transit
17476,17476,2024-06-14,,BlueDart,Delivered
17477,17477,2024-11-17,,BlueDart,In Transit
17478,17478,2024-10-03,,Ecom Express,Returned
17479,17479,2024-02-13,,BlueDart,In Transit
17480,17480,2024-10-08,,DTDC,Returned
17481,17481,2024-08-14,,DTDC,In Transit
17482,17482,2024-09-23,,Ecom Express,Returned
17483,17483,2024-02-10,,BlueDart,Returned
17484,17484,2024-06-29,,BlueDart,In Transit
17485,17485,2024-06-10,,Delhivery,Returned
17486,17486,2024-03-18,,BlueDart,In Transit
17487,17487,2024-05-30,2024-06-03,Delhivery,In Transit
17488,17488,2024-05-31,,Delhivery,Delivered
17489,17489,2024-08-07,,Delhivery,In Transit
17490,17490,2024-03-16,,Delhivery,Returned
17491,17491,2024-11-02,,Delhivery,Delivered
17492,17492,2024-03-21,,Delhivery,Returned
17493,17493,2024-07-20,,DTDC,Delivered
17494,17494,2024-01-29,,BlueDart,In Transit
17495,17495,2024-02-17,2024-02-22,DTDC,Returned
17496,17496,2024-11-17,,Delhivery,In Transit
17497,17497,2024-02-05,2024-02-11,Delhivery,Returned
17498,17498,2024-11-04,,BlueDart,In Transit
17499,17499,2024-02-15,,DTDC,Delivered
17500,17500,2024-12-12,2024-12-17,BlueDart,Returned
17501,17501,2024-12-01,,Ecom Express,Delivered
17502,17502,2024-12-06,,DTDC,In Transit
17503,17503,2024-06-26,2024-07-01,Delhivery,Delivered
17504,17504,2024-11-30,,Ecom Express,Delivered
17505,17505,2024-04-14,2024-04-23,BlueDart,In Transit
17506,17506,2024-09-16,,BlueDart,In Transit
17507,17507,2024-02-19,,Ecom Express,Delivered
17508,17508,2024-02-13,,Delhivery,Returned
17509,17509,2024-06-29,,DTDC,Returned
17510,17510,2024-01-22,,Ecom Express,Returned
17511,17511,2024-08-30,2024-09-05,Delhivery,In Transit
17512,17512,2024-04-10,2024-04-14,BlueDart,In Transit
17513,17513,2024-03-24,,DTDC,In Transit
17514,17514,2024-07-19,,BlueDart,In Transit
17515,17515,2024-01-13,,DTDC,In Transit
17516,17516,2024-02-17,2024-02-22,BlueDart,Returned
17517,17517,2024-10-30,,BlueDart,Delivered
17518,17518,2024-12-01,,Ecom Express,Returned
17519,17519,2024-01-26,,DTDC,Delivered
17520,17520,2024-01-02,,Delhivery,In Transit
17521,17521,2024-07-30,,Delhivery,In Transit
17522,17522,2024-07-07,2024-07-16,Ecom Express,In Transit
17523,17523,2024-12-27,,Delhivery,Delivered
17524,17524,2024-01-04,,BlueDart,Delivered
17525,17525,2024-07-07,,Ecom Express,In Transit
17526,17526,2024-03-28,,DTDC,Delivered
17527,17527,2024-09-24,,BlueDart,Delivered
17528,17528,2024-07-27,,BlueDart,Returned
17529,17529,2024-07-30,,Delhivery,In Transit
17530,17530,2024-07-16,,BlueDart,In Transit
17531,17531,2024-07-11,2024-07-19,Delhivery,In Transit
17532,17532,2024-07-31,,BlueDart,Delivered
17533,17533,2024-06-18,,DTDC,Returned
17534,17534,2024-12-13,,BlueDart,In Transit
17535,17535,2024-12-30,,DTDC,Delivered
17536,17536,2024-12-20,,Delhivery,Delivered
17537,17537,2024-10-25,2024-11-04,Delhivery,Returned
17538,17538,2024-09-18,,BlueDart,Delivered
17539,17539,2024-12-14,,BlueDart,Delivered
17540,17540,2024-06-14,,BlueDart,Returned
17541,17541,2024-02-29,,DTDC,Delivered
17542,17542,2024-09-02,,DTDC,Delivered
17543,17543,2024-08-23,,BlueDart,Delivered
17544,17544,2024-02-04,,Delhivery,In Transit
17545,17545,2024-03-15,,Ecom Express,Returned
17546,17546,2024-08-06,,Ecom Express,In Transit
17547,17547,2024-05-26,,Delhivery,Returned
17548,17548,2024-03-19,,DTDC,Returned
17549,17549,2024-02-29,2024-03-03,Delhivery,In Transit
17550,17550,2024-11-04,,BlueDart,Delivered
17551,17551,2024-03-21,,DTDC,Returned
17552,17552,2024-02-06,,BlueDart,Returned
17553,17553,2024-10-25,2024-10-28,DTDC,Returned
17554,17554,2024-12-18,,Ecom Express,In Transit
17555,17555,2024-09-27,,Delhivery,Returned
17556,17556,2024-06-17,,BlueDart,Delivered
17557,17557,2024-08-18,,DTDC,Returned
17558,17558,2024-01-14,,Delhivery,In Transit
17559,17559,2024-11-06,,Ecom Express,Delivered
17560,17560,2024-08-30,2024-09-06,DTDC,In Transit
17561,17561,2024-07-15,,Ecom Express,Returned
17562,17562,2024-03-18,,Ecom Express,Delivered
17563,17563,2024-10-16,,DTDC,In Transit
17564,17564,2024-07-28,,Delhivery,Returned
17565,17565,2024-09-07,,BlueDart,Returned
17566,17566,2024-11-13,,BlueDart,Delivered
17567,17567,2024-07-10,,Ecom Express,In Transit
17568,17568,2024-08-07,,Delhivery,Returned
17569,17569,2024-06-06,,Ecom Express,Delivered
17570,17570,2024-06-07,,BlueDart,Returned
17571,17571,2024-08-13,,BlueDart,Returned
17572,17572,2024-11-08,,Ecom Express,In Transit
17573,17573,2024-09-08,,Delhivery,Delivered
17574,17574,2024-12-26,2025-01-02,Delhivery,Delivered
17575,17575,2024-04-14,,BlueDart,Delivered
17576,17576,2024-05-21,,BlueDart,Returned
17577,17577,2024-04-22,,Ecom Express,Delivered
17578,17578,2024-04-27,,Delhivery,Returned
17579,17579,2024-09-18,,Ecom Express,In Transit
17580,17580,2024-06-28,,Delhivery,Returned
17581,17581,2024-10-22,,BlueDart,Returned
17582,17582,2024-10-27,,DTDC,Delivered
17583,17583,2024-02-09,,Delhivery,In Transit
17584,17584,2024-09-19,,DTDC,Returned
17585,17585,2024-04-29,,BlueDart,In Transit
17586,17586,2024-07-19,2024-07-24,DTDC,Returned
17587,17587,2024-06-17,2024-06-23,Ecom Express,Delivered
17588,17588,2024-04-22,,DTDC,Delivered
17589,17589,2024-11-09,,DTDC,Returned
17590,17590,2024-06-26,,DTDC,Returned
17591,17591,2024-09-19,,Ecom Express,Returned
17592,17592,2024-10-07,,Ecom Express,Delivered
17593,17593,2024-05-28,,Ecom Express,Delivered
17594,17594,2024-06-03,,DTDC,In Transit
17595,17595,2024-05-25,2024-05-28,BlueDart,Returned
17596,17596,2024-05-27,2024-05-30,DTDC,In Transit
17597,17597,2024-09-26,2024-10-04,Delhivery,Returned
17598,17598,2024-05-25,,Ecom Express,In Transit
17599,17599,2024-03-11,,DTDC,Returned
17600,17600,2024-11-01,,DTDC,In Transit
17601,17601,2024-12-05,,BlueDart,Delivered
17602,17602,2024-07-11,,Ecom Express,Returned
17603,17603,2024-08-24,,Delhivery,Delivered
17604,17604,2024-07-28,,DTDC,Delivered
17605,17605,2024-03-05,,BlueDart,In Transit
17606,17606,2024-06-19,,DTDC,Delivered
17607,17607,2024-01-14,2024-01-18,Delhivery,Delivered
17608,17608,2024-02-07,,Ecom Express,Delivered
17609,17609,2024-10-22,,Ecom Express,In Transit
17610,17610,2024-02-09,,Ecom Express,Returned
17611,17611,2024-04-22,2024-04-25,DTDC,Returned
17612,17612,2024-04-25,,Delhivery,Delivered
17613,17613,2024-07-10,,Ecom Express,In Transit
17614,17614,2024-05-04,,Ecom Express,Returned
17615,17615,2024-03-05,,DTDC,Returned
17616,17616,2024-10-03,2024-10-10,BlueDart,Delivered
17617,17617,2024-09-21,,Delhivery,Delivered
17618,17618,2024-01-28,,Delhivery,In Transit
17619,17619,2024-08-10,,DTDC,Returned
17620,17620,2024-12-18,2024-12-21,Delhivery,Delivered
17621,17621,2024-06-23,,Delhivery,In Transit
17622,17622,2024-02-22,,Delhivery,In Transit
17623,17623,2024-05-27,,DTDC,Delivered
17624,17624,2024-06-06,,DTDC,In Transit
17625,17625,2024-02-07,2024-02-13,Delhivery,In Transit
17626,17626,2024-02-15,,Ecom Express,Delivered
17627,17627,2024-05-03,,Ecom Express,Delivered
17628,17628,2024-10-09,,Delhivery,Delivered
17629,17629,2024-03-16,,BlueDart,In Transit
17630,17630,2024-11-22,,DTDC,Returned
17631,17631,2024-01-09,,BlueDart,Delivered
17632,17632,2024-07-22,,Delhivery,Delivered
17633,17633,2024-12-16,,Ecom Express,Returned
17634,17634,2024-09-20,,BlueDart,Returned
17635,17635,2024-09-05,,BlueDart,In Transit
17636,17636,2024-10-27,2024-11-03,BlueDart,Returned
17637,17637,2024-08-31,,Ecom Express,Delivered
17638,17638,2024-10-22,,DTDC,Returned
17639,17639,2024-07-16,,Ecom Express,In Transit
17640,17640,2024-05-03,,Delhivery,In Transit
17641,17641,2024-02-02,,DTDC,Returned
17642,17642,2024-12-12,,Ecom Express,In Transit
17643,17643,2024-02-01,2024-02-05,BlueDart,Returned
17644,17644,2024-01-02,2024-01-11,DTDC,Delivered
17645,17645,2024-06-16,2024-06-20,DTDC,Returned
17646,17646,2024-05-21,2024-05-28,Ecom Express,In Transit
17647,17647,2024-06-06,2024-06-16,Ecom Express,Delivered
17648,17648,2024-12-01,,Delhivery,Delivered
17649,17649,2024-02-19,,Ecom Express,Returned
17650,17650,2024-04-22,,DTDC,Delivered
17651,17651,2024-12-10,,BlueDart,Returned
17652,17652,2024-06-24,,Delhivery,Returned
17653,17653,2024-04-08,,Ecom Express,In Transit
17654,17654,2024-12-14,,Delhivery,Returned
17655,17655,2024-12-22,,DTDC,Delivered
17656,17656,2024-10-06,,BlueDart,In Transit
17657,17657,2024-09-11,2024-09-19,Ecom Express,In Transit
17658,17658,2024-09-08,,Ecom Express,Returned
17659,17659,2024-06-30,2024-07-10,DTDC,Returned
17660,17660,2024-06-30,2024-07-07,BlueDart,Delivered
17661,17661,2024-08-22,,Delhivery,Delivered
17662,17662,2024-05-28,,DTDC,In Transit
17663,17663,2024-03-03,,DTDC,Returned
17664,17664,2024-01-21,,BlueDart,Delivered
17665,17665,2024-06-28,,DTDC,Delivered
17666,17666,2024-10-24,,BlueDart,Returned
17667,17667,2024-05-26,2024-05-30,BlueDart,Returned
17668,17668,2024-05-24,2024-05-29,Delhivery,Returned
17669,17669,2024-07-07,2024-07-15,DTDC,Returned
17670,17670,2024-02-08,,DTDC,Returned
17671,17671,2024-03-29,2024-04-06,BlueDart,In Transit
17672,17672,2024-12-18,,Delhivery,Delivered
17673,17673,2024-06-14,,Ecom Express,Delivered
17674,17674,2024-02-21,,Ecom Express,Returned
